Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
MMM,3M Co,Industrials,144.83,2.72,18.72,7.74,19.79,134.00,170.50,89.17,8.50,2.96,7.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM
ABT,Abbott Laboratories,Health Care,42.855,2.320,14.271,3.003,14.152,39.000,51.740,63.93,4.72,3.112,3.033,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABT
ABBV,AbbVie,Health Care,57.415,3.850,33.303,1.724,2.975,45.450,71.600,93.86,8.56,4.280,19.284,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABBV
ACN,Accenture Plc,Information Technology,102.6372,2.1100,21.6215,4.7470,9.4330,83.4700,109.8600,64.45,5.20,2.0623,10.8513,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACN
ACE,ACE Limited,Financials,113.51,2.29,13.87,8.19,89.88,96.00,119.86,36.80,3.61,1.96,1.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACE
ATVI,Activision Blizzard,Information Technology,36.66,0.59,24.97,1.47,10.93,18.43,39.93,26.81,1.60,5.56,3.40,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATVI
ADBE,Adobe Systems,Information Technology,91.24,0.00,73.58,1.24,14.05,68.98,96.42,45.47,1.24,9.60,6.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADBE
ADT,ADT Corp (The),Industrials,31.51,2.55,18.32,1.72,17.60,29.34,42.88,5.20,1.38,1.49,1.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADT
AAP,Advance Auto Parts,Consumer Discretionary,148.26,0.16,21.76,6.81,32.96,142.63,201.24,10.85,1.29,1.11,4.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP
AES,AES Corp,Utilities,9.42,4.60,11.19,0.84,5.29,8.76,14.02,6.34,3.86,0.41,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AES
AET,Aetna,Health Care,110.546,0.920,16.952,6.521,45.508,88.260,134.400,38.55,5.22,0.644,2.434,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AET
AMG,Affiliated Managers Group,Financials,149.92,,15.75,9.52,49.24,141.68,230.63,8.10,0.9829,3.30,3.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMG
AFL,AFLAC,Financials,58.44,2.74,10.23,5.71,40.36,51.41,66.53,24.94,4.34,1.20,1.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFL
A,Agilent Technologies,Health Care,40.71,1.10,33.92,1.20,12.57,33.12,43.59,13.52,0.781,3.34,3.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=A
GAS,AGL Resources,Utilities,63.84,3.20,19.42,3.29,32.17,46.36,64.08,7.68,1.26,1.74,1.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GAS
APD,Air Products & Chemicals,Materials,124.285,2.490,21.137,5.880,33.660,123.660,158.200,26.77,2.83,2.762,3.769,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APD
ARG,Airgas,Materials,138.34,1.74,28.58,4.84,26.64,86.09,139.22,9.97,0.97741,1.86,5.20,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ARG
AKAM,Akamai Technologies,Information Technology,51.00,,28.02,1.82,17.31,50.56,78.44,9.07,0.6948799999999999,4.30,3.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AKAM
AA,Alcoa,Materials,8.82,1.22,23.40,0.38,9.57,7.81,17.10,11.56,3.67,0.51,0.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AA
ALXN,Alexion Pharmaceuticals,Health Care,186.72,,168.52,1.11,36.52,142.02,208.88,42.07,0.90283,16.65,5.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALXN
ALLE,Allegion Plc,Industrials,63.70,0.61,52.56,1.21,0.15,52.33,68.08,6.11,0.4532,2.95,426.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALLE
AGN,Allergan plc,Health Care,306.90,0.10,28.21,10.88,184.12,237.50,340.34,120.96,7.64,6.20,1.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGN
ADS,Alliance Data Systems,Information Technology,270.29,,36.57,7.39,31.87,241.91,312.00,16.52,1.61,2.71,8.60,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADS
ALL,Allstate Corp,Financials,60.12,1.93,10.46,5.74,48.10,54.12,72.87,23.28,4.49,0.66,1.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALL
ALTR,Altera Corp,Information Technology,53.96,1.33,,1.11,0.00,32.67,53.97,,0.00,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALTR
MO,Altria Group,Consumer Staples,59.03,3.88,22.21,2.66,1.47,47.31,61.74,115.58,8.74,6.12,39.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MO
AMZN,Amazon.com,Consumer Discretionary,636.2915,,911.5924,0.6980,26.5030,285.2500,696.4400,298.27,7.01,2.9536,23.9139,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMZN
AEE,Ameren Corp,Utilities,43.61,3.93,16.35,2.67,28.91,37.26,46.81,10.58,2.16,1.78,1.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEE
AAL,American Airlines Group,Industrials,41.505,0.940,5.960,6.964,5.877,34.100,56.200,26.16,8.67,0.615,6.895,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAL
AEP,American Electric Power,Utilities,59.0464,3.8400,16.3745,3.6060,36.0610,52.2900,65.3800,28.98,5.28,1.6685,1.6308,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEP
AXP,American Express,Financials,65.345,1.670,11.795,5.540,21.660,65.020,91.810,64.32,0.00,2.063,3.059,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AXP
AIG,American International Group,Financials,59.75,1.81,17.46,3.42,79.40,48.68,64.93,73.91,14.05,1.27,0.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIG
AMT,American Tower,Financials,98.3112,2.0200,73.5862,1.3360,15.6270,86.8300,104.1200,41.64,2.82,9.2045,6.3102,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMT
AMP,Ameriprise Financial,Financials,101.23,2.52,11.64,8.70,43.59,95.52,138.26,17.63,3.58,1.48,2.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMP
ABC,AmerisourceBergen Corp,Health Care,102.44,1.31,,-0.62,3.06,90.35,120.68,21.06,1.55,0.16,33.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABC
AME,AMETEK,Industrials,51.46,0.67,20.67,2.49,13.94,47.85,57.67,12.24,1.07,3.11,3.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AME
AMGN,Amgen,Health Care,157.52,2.46,18.80,8.38,37.05,130.09,181.81,118.82,10.36,5.56,4.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMGN
APH,Amphenol Corp A,Information Technology,49.23,1.07,20.59,2.39,10.20,47.44,60.54,15.18,1.29,2.79,4.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APH
APC,Anadarko Petroleum,Energy,45.68,2.22,,-11.51,27.71,44.50,95.94,23.21,4.15,2.27,1.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APC
ADI,Analog Devices,Information Technology,53.11,2.89,24.14,2.20,16.26,50.56,68.97,16.57,1.29,4.91,3.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADI
ANTM,Anthem,Health Care,139.226,1.790,13.335,10.441,89.017,125.140,173.590,36.35,6.32,0.473,1.587,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANTM
AON,Aon Plc,Financials,90.15,1.30,20.63,4.37,21.48,86.38,107.08,24.69,2.51,2.14,4.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AON
APA,Apache Corp,Energy,39.47,2.25,,-54.96,25.95,35.79,71.87,14.92,5.78,1.90,1.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APA
AIV,Apartment Investment & Mgmt,Financials,40.38,3.00,30.00,1.35,9.22,34.71,41.55,6.32,0.55088,6.70,4.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIV
AAPL,Apple,Information Technology,101.445,1.980,11.003,9.220,21.395,92.000,134.540,565.59,82.49,2.450,4.801,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
AMAT,Applied Materials,Information Technology,17.63,2.14,15.74,1.12,6.56,14.25,25.64,20.26,2.02,2.20,2.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMAT
ADM,Archer-Daniels-Midland,Consumer Staples,35.50,3.05,12.26,2.90,29.72,33.84,53.31,21.18,3.35,0.30,1.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADM
AIZ,Assurant,Financials,78.81,2.48,44.13,1.79,70.17,59.73,87.20,5.19,0.37417,0.51,1.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIZ
T,AT&T,Telecommunication Services,34.03,5.58,35.78,0.95,19.80,30.97,36.45,209.35,33.94,1.51,1.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=T
ADSK,Autodesk,Information Technology,59.71,0.00,,-1.24,7.69,42.06,65.78,13.45,0.1707,5.40,7.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADSK
ADP,Automatic Data Processing,Information Technology,81.539,2.500,25.853,3.154,9.992,64.290,90.670,37.61,2.31,3.423,8.234,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADP
AN,AutoNation,Consumer Discretionary,50.09,,12.44,4.03,20.41,47.91,67.50,5.54,1.01,0.31,2.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AN
AZO,AutoZone,Consumer Discretionary,737.22,,19.86,37.12,-58.74,569.54,803.25,22.27,2.26,2.16,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AZO
AVGO,Avago Technologies,Information Technology,135.03,1.21,27.82,4.85,17.06,96.53,150.50,37.33,2.84,5.57,8.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVGO
AVB,AvalonBay Communities,Financials,183.14,2.72,33.51,5.47,71.81,158.72,186.89,25.07,1.19,13.55,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVB
AVY,Avery Dennison Corp,Materials,61.21,2.36,19.51,3.14,11.56,50.63,66.65,5.58,0.6918,0.92,5.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVY
BHI,Baker Hughes,Energy,44.41,1.47,,-0.62,39.93,42.78,70.45,19.37,2.84,1.05,1.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BHI
BLL,Ball Corp,Materials,72.13,0.71,33.78,2.13,7.59,57.95,77.20,9.83,1.10,1.21,9.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLL
BAC,Bank of America,Financials,16.195,1.190,11.943,1.356,22.406,14.600,18.480,170.31,0.00,2.156,0.733,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAC
BK,Bank of New York Mellon,Financials,39.01,1.65,16.94,2.30,32.59,35.63,45.45,42.64,0.00,2.87,1.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK
BCR,Bard (C.R.),Health Care,184.61,0.51,104.95,1.76,20.01,163.81,202.47,13.64,1.04,4.00,9.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BCR
BXLT,Baxalta,Health Care,41.04,0.72,17.25,2.38,5.87,29.83,41.59,27.85,2.17,4.64,7.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXLT
BAX,Baxter International,Health Care,37.44,1.21,11.93,3.14,14.31,32.18,43.44,20.48,4.14,1.27,2.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
BBT,BB&T Corp,Financials,36.47,2.86,13.52,2.70,31.56,34.24,41.90,28.45,0.00,3.18,1.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBT
BDX,Becton Dickinson,Health Care,146.98,1.71,43.87,3.35,34.00,128.87,157.50,30.97,2.63,3.04,4.37,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDX
BBBY,Bed Bath & Beyond,Consumer Discretionary,47.52,,9.17,5.18,15.69,47.25,79.64,7.78,1.76,0.67,3.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBBY
BRK-B,Berkshire Hathaway,Financials,130.869,,14.179,9.230,151044.766,125.500,151.690,0.21502000000000002,44.27,0.001,0.001,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRK-B
BBY,Best Buy,Consumer Discretionary,30.26,3.02,11.40,2.65,13.48,28.32,42.00,10.37,2.22,0.27,2.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY
BIIB,Biogen,Health Care,295.735,,19.327,15.302,47.432,254.000,480.180,65.92,5.49,6.262,6.255,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BIIB
BLK,BlackRock,Financials,331.50,2.56,17.04,19.45,169.44,275.00,382.84,55.05,4.93,4.90,1.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLK
BA,Boeing Co,Industrials,138.83,2.52,17.47,7.95,10.05,115.14,158.83,93.01,9.91,0.97,14.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
BWA,Borg Warner,Consumer Discretionary,40.24,1.20,14.64,2.75,16.58,37.33,63.30,9.02,1.34,1.18,2.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BWA
BXP,Boston Properties,Financials,126.57,2.04,31.97,3.96,36.80,94.91,146.07,19.44,1.51,7.81,3.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXP
BSX,Boston Scientific,Health Care,18.195,,,-0.296,4.766,13.750,19.060,24.48,1.80,3.344,3.815,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BSX
BMY,Bristol-Myers Squibb,Health Care,68.0266,2.2100,64.0552,1.0620,9.0390,51.8200,70.8700,113.49,4.46,6.8978,7.5617,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMY
BRCM,Broadcom Corp,Information Technology,55.805,0.970,24.348,2.292,16.402,40.210,58.510,33.99,1.99,4.046,3.437,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRCM
BF-B,Brown-Forman,Consumer Staples,95.82,1.60,29.42,3.26,6.96,86.71,111.06,19.29,1.10,6.31,13.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BF-B
CHRW,C.H. Robinson Worldwide,Industrials,62.825,2.770,18.483,3.399,7.851,59.710,76.180,9.02,0.88562,0.669,8.084,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHRW
CA,CA,Information Technology,27.455,3.500,15.971,1.719,13.129,25.160,33.420,12.05,1.29,2.986,2.124,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CA
CVC,Cablevision Systems,Consumer Discretionary,31.745,1.880,44.029,0.721,-17.918,17.660,33.280,8.78,1.75,1.346,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVC
COG,Cabot Oil & Gas,Energy,16.5062,0.4500,,-0.5470,5.1270,14.9400,35.6400,6.83,0.9656399999999999,4.8480,3.4270,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COG
CAM,Cameron International,Energy,62.825,,19.271,3.260,23.211,39.520,71.220,11.99,1.64,1.269,2.723,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAM
CPB,Campbell Soup,Consumer Staples,51.805,2.370,25.308,2.047,4.561,43.600,55.080,16.06,1.48,2.002,11.368,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPB
COF,Capital One Financial,Financials,69.00,2.22,9.58,7.20,88.21,67.73,92.10,37.30,0.00,2.00,0.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COF
CAH,Cardinal Health,Health Care,87.65,1.73,21.97,3.99,19.77,74.76,91.91,28.84,2.84,0.28,4.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH
KMX,CarMax,Consumer Discretionary,48.81,,16.34,2.99,14.74,48.80,75.40,9.64,1.18,0.69,3.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMX
CCL,Carnival Corp,Consumer Discretionary,53.9301,2.2000,23.8629,2.2600,30.7910,42.5100,55.7700,41.63,3.61,2.6372,1.7434,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCL
CAT,Caterpillar,Industrials,66.46,4.53,13.69,4.86,27.30,62.99,89.62,38.70,7.84,0.78,2.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT
CBG,CBRE Group,Financials,33.111,,19.489,1.699,7.652,30.850,39.770,11.02,1.17,1.151,4.494,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBG
CBS,CBS Corp,Consumer Discretionary,46.75,1.27,15.00,3.12,12.40,38.51,63.95,22.04,3.07,1.59,3.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBS
CELG,Celgene Corp,Health Care,117.455,,58.963,1.992,6.829,92.980,140.720,92.28,2.87,10.557,17.273,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CELG
CNP,CenterPoint Energy,Utilities,18.28,5.39,,-0.02,9.43,16.05,23.46,7.87,1.88,1.00,1.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNP
CTL,CenturyLink,Telecommunication Services,24.805,8.590,19.081,1.300,25.718,24.110,40.590,13.62,6.66,0.768,0.972,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTL
CERN,Cerner Corp,Health Care,57.93,,39.14,1.48,11.22,55.82,75.72,19.82,1.13,4.84,5.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERN
CF,CF Industries Holdings,Materials,36.37,2.94,9.56,3.81,17.64,36.37,70.32,8.48,1.90,2.07,2.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CF
CHK,Chesapeake Energy,Energy,4.82,0.00,,-33.88,1.84,3.56,21.49,3.20,3.63,0.24,2.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHK
CVX,Chevron Corp,Energy,86.03,4.76,18.68,4.61,82.31,69.58,112.93,161.91,21.64,1.24,1.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVX
CMG,Chipotle Mexican Grill,Consumer Discretionary,435.09,,25.96,16.76,76.99,434.08,758.61,13.57,0.98378,3.06,5.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG
CB,Chubb Corp,Financials,130.65,1.72,15.05,8.68,72.10,94.35,134.49,29.66,3.03,2.14,1.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB
CI,Cigna Corp,Health Care,144.20,0.03,17.65,8.17,45.73,103.10,170.68,37.15,3.99,1.00,3.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI
XEC,Cimarex Energy,Energy,85.00,0.72,,-18.72,36.31,84.68,132.18,8.04,0.9786,5.10,2.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEC
CINF,Cincinnati Financial,Financials,57.17,3.11,14.66,3.90,38.77,49.72,61.59,9.37,1.01,1.84,1.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CINF
CTAS,Cintas Corp,Industrials,88.74,1.15,15.79,5.62,17.80,75.90,94.35,9.59,0.8950199999999999,2.05,4.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTAS
CSCO,Cisco Systems,Information Technology,26.13,3.09,13.90,1.88,11.80,23.03,30.31,132.64,13.67,2.69,2.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO
C,Citigroup,Financials,50.34,0.39,11.36,4.43,69.03,46.60,60.95,149.96,0.00,2.20,0.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C
CTXS,Citrix Systems,Information Technology,73.80,,42.29,1.75,13.27,56.47,84.17,11.35,0.79584,3.51,5.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTXS
CLX,Clorox Co,Consumer Staples,127.14,2.43,25.44,5.00,0.92,103.77,131.78,16.41,1.20,2.88,137.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX
CME,CME Group,Financials,89.63,2.21,23.97,3.74,63.48,83.43,100.87,30.32,2.24,9.01,1.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CME
CMS,CMS Energy,Utilities,35.915,3.220,19.299,1.861,14.082,31.220,38.660,9.95,1.89,1.483,2.549,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMS
COH,Coach,Consumer Discretionary,33.27,4.12,24.28,1.37,8.91,27.22,43.87,9.23,0.921,2.25,3.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COH
KO,Coca-Cola Co,Consumer Staples,42.395,3.070,27.038,1.568,5.999,36.560,43.910,184.38,12.37,4.097,7.093,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KO
CCE,Coca-Cola Enterprises,Consumer Staples,47.78,2.27,20.61,2.32,4.44,41.03,53.79,10.84,1.23,1.49,10.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCE
CTSH,Cognizant Technology Solutions,Information Technology,57.85,,22.69,2.55,14.52,51.21,69.80,35.18,2.37,2.96,4.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH
CL,Colgate-Palmolive,Consumer Staples,64.445,2.280,23.860,2.701,0.284,50.840,71.560,57.80,4.47,3.564,228.873,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL
